FLIGHT_DATE,PAIRING_POSITION,EQUIPMENT,n_bid,n_reserve,workload
2023-04-09,FO,321,28,15,0.54
2023-04-09,FO,332,48,23,0.48
2023-04-09,FO,717,33,14,0.42
2023-04-10,CA,321,26,19,0.73
2023-04-10,CA,332,51,31,0.61
2023-04-10,CA,717,32,14,0.44
2023-04-10,FA,NA,575,289,0.5
2023-04-10,FO,321,26,17,0.65
2023-04-10,FO,332,49,31,0.63
2023-04-10,FO,717,32,15,0.47
2023-04-11,CA,321,27,19,0.7
2023-04-11,CA,332,47,32,0.68
2023-04-11,CA,717,33,11,0.33
2023-04-11,FA,NA,535,276,0.52
2023-04-11,FO,321,27,20,0.74
2023-04-11,FO,332,48,30,0.62
2023-04-11,FO,717,32,15,0.47
2023-04-12,CA,321,27,22,0.81
2023-04-12,CA,332,46,31,0.67
2023-04-12,CA,717,34,12,0.35
2023-04-12,FA,NA,539,281,0.52
2023-04-12,FO,321,26,19,0.73
2023-04-12,FO,332,47,31,0.66
2023-04-12,FO,717,34,17,0.5
2023-04-13,CA,321,26,22,0.85
2023-04-13,CA,332,49,33,0.67
2023-04-13,CA,717,35,13,0.37
2023-04-13,FA,NA,541,273,0.5
2023-04-13,FO,321,26,25,0.96
2023-04-13,FO,332,48,31,0.65
2023-04-13,FO,717,34,15,0.44
2023-04-14,CA,321,30,22,0.73
2023-04-14,CA,332,47,36,0.77
2023-04-14,CA,717,37,13,0.35
2023-04-14,FA,NA,555,290,0.52
2023-04-14,FO,321,28,24,0.86
2023-04-14,FO,332,48,27,0.56
2023-04-14,FO,717,36,17,0.47
2023-04-15,CA,321,26,23,0.88
2023-04-15,CA,332,48,29,0.6
2023-04-15,CA,717,30,11,0.37
2023-04-15,FA,NA,534,292,0.55
2023-04-15,FO,321,25,25,1
2023-04-15,FO,332,48,26,0.54
2023-04-15,FO,717,30,13,0.43
2023-04-16,CA,321,26,24,0.92
2023-04-16,CA,332,49,28,0.57
2023-04-16,CA,717,35,11,0.31
2023-04-16,FA,NA,543,293,0.54
2023-04-16,FO,321,26,23,0.88
2023-04-16,FO,332,51,30,0.59
2023-04-16,FO,717,33,16,0.48
2023-04-17,CA,321,28,25,0.89
2023-04-17,CA,332,51,36,0.71
2023-04-17,CA,717,34,17,0.5
2023-04-17,FA,NA,570,284,0.5
2023-04-17,FO,321,27,28,1.04
2023-04-17,FO,332,49,31,0.63
2023-04-17,FO,717,34,18,0.53
2023-04-18,CA,321,25,28,1.12
2023-04-18,CA,332,39,36,0.92
2023-04-18,CA,717,30,18,0.6
2023-04-18,FA,NA,437,282,0.65
2023-04-18,FO,321,24,29,1.21
2023-04-18,FO,332,39,31,0.79
2023-04-18,FO,717,29,17,0.59
2023-04-19,CA,321,26,24,0.92
2023-04-19,CA,332,37,34,0.92
2023-04-19,CA,717,33,16,0.48
2023-04-19,FA,NA,448,261,0.58
2023-04-19,FO,321,26,25,0.96
2023-04-19,FO,332,37,28,0.76
2023-04-19,FO,717,32,16,0.5
2023-04-20,CA,321,29,25,0.86
2023-04-20,CA,332,42,38,0.9
2023-04-20,CA,717,33,15,0.45
2023-04-20,FA,NA,525,265,0.5
2023-04-20,FO,321,28,26,0.93
2023-04-20,FO,332,42,31,0.74
2023-04-20,FO,717,36,15,0.42
2023-04-21,CA,321,28,22,0.79
2023-04-21,CA,332,44,36,0.82
2023-04-21,CA,717,36,14,0.39
2023-04-21,FA,NA,530,279,0.53
2023-04-21,FO,321,28,24,0.86
2023-04-21,FO,332,44,33,0.75
2023-04-21,FO,717,37,16,0.43
2023-04-22,CA,321,26,22,0.85
2023-04-22,CA,332,44,23,0.52
2023-04-22,CA,717,29,13,0.45
2023-04-22,FA,NA,509,290,0.57
2023-04-22,FO,321,26,22,0.85
2023-04-22,FO,332,45,25,0.56
2023-04-22,FO,717,32,13,0.41
2023-04-23,CA,321,28,24,0.86
2023-04-23,CA,332,43,24,0.56
2023-04-23,CA,717,33,11,0.33
2023-04-23,FA,NA,551,291,0.53
2023-04-23,FO,321,28,21,0.75
2023-04-23,FO,332,44,24,0.55
2023-04-23,FO,717,33,16,0.48
2023-04-24,CA,321,26,28,1.08
2023-04-24,CA,332,48,32,0.67
2023-04-24,CA,717,34,13,0.38
2023-04-24,FA,NA,573,269,0.47
2023-04-24,FO,321,26,23,0.88
2023-04-24,FO,332,48,30,0.62
2023-04-24,FO,717,33,15,0.45
2023-04-25,CA,321,24,25,1.04
2023-04-25,CA,332,45,33,0.73
2023-04-25,CA,717,31,14,0.45
2023-04-25,FA,NA,518,269,0.52
2023-04-25,FO,321,24,24,1
2023-04-25,FO,332,45,31,0.69
2023-04-25,FO,717,31,14,0.45
2023-04-26,CA,321,25,26,1.04
2023-04-26,CA,332,43,31,0.72
2023-04-26,CA,717,31,13,0.42
2023-04-26,FA,NA,507,269,0.53
2023-04-26,FO,321,25,25,1
2023-04-26,FO,332,42,33,0.79
2023-04-26,FO,717,30,15,0.5
2023-04-27,CA,321,27,26,0.96
2023-04-27,CA,332,46,37,0.8
2023-04-27,CA,717,38,12,0.32
2023-04-27,FA,NA,535,290,0.54
2023-04-27,FO,321,27,25,0.93
2023-04-27,FO,332,44,30,0.68
2023-04-27,FO,717,35,15,0.43
2023-04-28,CA,321,28,24,0.86
2023-04-28,CA,332,45,33,0.73
2023-04-28,CA,717,34,11,0.32
2023-04-28,FA,NA,548,282,0.51
2023-04-28,FO,321,28,20,0.71
2023-04-28,FO,332,45,31,0.69
2023-04-28,FO,717,34,15,0.44
2023-04-29,CA,321,27,23,0.85
2023-04-29,CA,332,42,27,0.64
2023-04-29,CA,717,30,11,0.37
2023-04-29,FA,NA,502,290,0.58
2023-04-29,FO,321,27,22,0.81
2023-04-29,FO,332,42,25,0.6
2023-04-29,FO,717,30,11,0.37
2023-04-30,CA,321,26,23,0.88
2023-04-30,CA,332,45,24,0.53
2023-04-30,CA,717,33,13,0.39
2023-04-30,FA,NA,545,299,0.55
2023-04-30,FO,321,26,22,0.85
2023-04-30,FO,332,47,26,0.55
2023-04-30,FO,717,32,14,0.44
2023-05-01,CA,321,27,21,0.78
2023-05-01,CA,332,45,21,0.47
2023-05-01,CA,717,33,15,0.45
2023-05-01,FA,NA,539,274,0.51
2023-05-01,FO,321,27,20,0.74
2023-05-01,FO,332,45,22,0.49
2023-05-01,FO,717,33,13,0.39
2023-05-02,CA,321,26,23,0.88
2023-05-02,CA,332,45,23,0.51
2023-05-02,CA,717,30,14,0.47
2023-05-02,FA,NA,516,274,0.53
2023-05-02,FO,321,26,24,0.92
2023-05-02,FO,332,44,24,0.55
2023-05-02,FO,717,30,17,0.57
2023-05-03,CA,321,26,21,0.81
2023-05-03,CA,332,41,26,0.63
2023-05-03,CA,717,32,16,0.5
2023-05-03,FA,NA,497,275,0.55
2023-05-03,FO,321,26,22,0.85
2023-05-03,FO,332,42,31,0.74
2023-05-03,FO,717,33,16,0.48
2023-05-04,CA,321,28,21,0.75
2023-05-04,CA,332,42,26,0.62
2023-05-04,CA,717,32,15,0.47
2023-05-04,FA,NA,504,278,0.55
2023-05-04,FO,321,28,20,0.71
2023-05-04,FO,332,41,28,0.68
2023-05-04,FO,717,32,13,0.41
2023-05-05,CA,321,28,23,0.82
2023-05-05,CA,332,42,19,0.45
2023-05-05,CA,717,35,15,0.43
2023-05-05,FA,NA,535,263,0.49
2023-05-05,FO,321,28,22,0.79
2023-05-05,FO,332,42,25,0.6
2023-05-05,FO,717,35,13,0.37
2023-05-06,CA,321,28,20,0.71
2023-05-06,CA,332,41,19,0.46
2023-05-06,CA,717,31,14,0.45
2023-05-06,FA,NA,517,288,0.56
2023-05-06,FO,321,28,24,0.86
2023-05-06,FO,332,40,20,0.5
2023-05-06,FO,717,31,12,0.39
2023-05-07,CA,321,28,20,0.71
2023-05-07,CA,332,42,19,0.45
2023-05-07,CA,717,33,13,0.39
2023-05-07,FA,NA,523,287,0.55
2023-05-07,FO,321,28,25,0.89
2023-05-07,FO,332,42,22,0.52
2023-05-07,FO,717,32,14,0.44
2023-05-08,CA,321,28,22,0.79
2023-05-08,CA,332,43,27,0.63
2023-05-08,CA,717,32,18,0.56
2023-05-08,FA,NA,526,254,0.48
2023-05-08,FO,321,28,24,0.86
2023-05-08,FO,332,42,23,0.55
2023-05-08,FO,717,32,14,0.44
2023-05-09,CA,321,24,22,0.92
2023-05-09,CA,332,41,31,0.76
2023-05-09,CA,717,33,18,0.55
2023-05-09,FA,NA,508,252,0.5
2023-05-09,FO,321,24,25,1.04
2023-05-09,FO,332,43,26,0.6
2023-05-09,FO,717,34,13,0.38
2023-05-10,CA,321,26,22,0.85
2023-05-10,CA,332,41,31,0.76
2023-05-10,CA,717,33,18,0.55
2023-05-10,FA,NA,492,253,0.51
2023-05-10,FO,321,26,25,0.96
2023-05-10,FO,332,40,27,0.68
2023-05-10,FO,717,32,13,0.41
2023-05-11,CA,321,28,20,0.71
2023-05-11,CA,332,45,33,0.73
2023-05-11,CA,717,35,18,0.51
2023-05-11,FA,NA,517,249,0.48
2023-05-11,FO,321,28,22,0.79
2023-05-11,FO,332,43,25,0.58
2023-05-11,FO,717,35,12,0.34
2023-05-12,CA,321,28,18,0.64
2023-05-12,CA,332,46,33,0.72
2023-05-12,CA,717,38,18,0.47
2023-05-12,FA,NA,545,264,0.48
2023-05-12,FO,321,28,21,0.75
2023-05-12,FO,332,46,25,0.54
2023-05-12,FO,717,36,11,0.31
2023-05-13,CA,321,27,15,0.56
2023-05-13,CA,332,43,28,0.65
2023-05-13,CA,717,32,12,0.38
2023-05-13,FA,NA,537,289,0.54
2023-05-13,FO,321,27,24,0.89
2023-05-13,FO,332,43,24,0.56
2023-05-13,FO,717,33,12,0.36
2023-05-14,CA,321,26,13,0.5
2023-05-14,CA,332,43,27,0.63
2023-05-14,CA,717,30,13,0.43
2023-05-14,FA,NA,513,308,0.6
2023-05-14,FO,321,26,26,1
2023-05-14,FO,332,44,22,0.5
2023-05-14,FO,717,31,13,0.42
2023-05-15,CA,321,25,18,0.72
2023-05-15,CA,332,47,26,0.55
2023-05-15,CA,717,35,18,0.51
2023-05-15,FA,NA,539,277,0.51
2023-05-15,FO,321,25,27,1.08
2023-05-15,FO,332,48,25,0.52
2023-05-15,FO,717,33,16,0.48
2023-05-16,CA,321,23,21,0.91
2023-05-16,CA,332,44,31,0.7
2023-05-16,CA,717,31,19,0.61
2023-05-16,FA,NA,508,255,0.5
2023-05-16,FO,321,23,28,1.22
2023-05-16,FO,332,44,25,0.57
2023-05-16,FO,717,30,17,0.57
2023-05-17,CA,321,25,19,0.76
2023-05-17,CA,332,43,32,0.74
2023-05-17,CA,717,31,19,0.61
2023-05-17,FA,NA,513,254,0.5
2023-05-17,FO,321,25,28,1.12
2023-05-17,FO,332,45,29,0.64
2023-05-17,FO,717,31,15,0.48
2023-05-18,CA,321,28,15,0.54
2023-05-18,CA,332,44,34,0.77
2023-05-18,CA,717,35,20,0.57
2023-05-18,FA,NA,532,253,0.48
2023-05-18,FO,321,28,25,0.89
2023-05-18,FO,332,43,31,0.72
2023-05-18,FO,717,34,16,0.47
2023-05-19,CA,321,29,16,0.55
2023-05-19,CA,332,44,35,0.8
2023-05-19,CA,717,37,16,0.43
2023-05-19,FA,NA,546,264,0.48
2023-05-19,FO,321,29,25,0.86
2023-05-19,FO,332,45,30,0.67
2023-05-19,FO,717,37,15,0.41
2023-05-20,CA,321,29,18,0.62
2023-05-20,CA,332,48,29,0.6
2023-05-20,CA,717,30,12,0.4
2023-05-20,FA,NA,537,289,0.54
2023-05-20,FO,321,29,19,0.66
2023-05-20,FO,332,47,25,0.53
2023-05-20,FO,717,33,12,0.36
2023-05-21,CA,321,29,19,0.66
2023-05-21,CA,332,48,31,0.65
2023-05-21,CA,717,30,11,0.37
2023-05-21,FA,NA,523,289,0.55
2023-05-21,FO,321,29,18,0.62
2023-05-21,FO,332,46,28,0.61
2023-05-21,FO,717,31,13,0.42
2023-05-22,CA,321,31,22,0.71
2023-05-22,CA,332,46,34,0.74
2023-05-22,CA,717,34,18,0.53
2023-05-22,FA,NA,562,255,0.45
2023-05-22,FO,321,29,23,0.79
2023-05-22,FO,332,45,30,0.67
2023-05-22,FO,717,33,15,0.45
2023-05-23,CA,321,28,23,0.82
2023-05-23,CA,332,43,35,0.81
2023-05-23,CA,717,37,17,0.46
2023-05-23,FA,NA,518,250,0.48
2023-05-23,FO,321,27,24,0.89
2023-05-23,FO,332,43,32,0.74
2023-05-23,FO,717,33,16,0.48
2023-05-24,CA,321,29,23,0.79
2023-05-24,CA,332,44,34,0.77
2023-05-24,CA,717,33,17,0.52
2023-05-24,FA,NA,517,247,0.48
2023-05-24,FO,321,28,25,0.89
2023-05-24,FO,332,42,31,0.74
2023-05-24,FO,717,33,16,0.48
2023-05-25,CA,321,30,21,0.7
2023-05-25,CA,332,48,32,0.67
2023-05-25,CA,717,35,16,0.46
2023-05-25,FA,NA,536,248,0.46
2023-05-25,FO,321,29,22,0.76
2023-05-25,FO,332,45,31,0.69
2023-05-25,FO,717,36,16,0.44
2023-05-26,CA,321,29,23,0.79
2023-05-26,CA,332,47,29,0.62
2023-05-26,CA,717,34,14,0.41
2023-05-26,FA,NA,559,271,0.48
2023-05-26,FO,321,29,21,0.72
2023-05-26,FO,332,45,32,0.71
2023-05-26,FO,717,32,16,0.5
2023-05-27,CA,321,29,18,0.62
2023-05-27,CA,332,45,23,0.51
2023-05-27,CA,717,31,13,0.42
2023-05-27,FA,NA,541,288,0.53
2023-05-27,FO,321,29,17,0.59
2023-05-27,FO,332,44,30,0.68
2023-05-27,FO,717,32,15,0.47
2023-05-28,CA,321,27,18,0.67
2023-05-28,CA,332,47,21,0.45
2023-05-28,CA,717,31,14,0.45
2023-05-28,FA,NA,543,288,0.53
2023-05-28,FO,321,27,15,0.56
2023-05-28,FO,332,46,33,0.72
2023-05-28,FO,717,32,19,0.59
2023-05-29,CA,321,28,20,0.71
2023-05-29,CA,332,49,21,0.43
2023-05-29,CA,717,34,14,0.41
2023-05-29,FA,NA,577,288,0.5
2023-05-29,FO,321,28,19,0.68
2023-05-29,FO,332,48,35,0.73
2023-05-29,FO,717,34,17,0.5
2023-05-30,CA,321,28,23,0.82
2023-05-30,CA,332,46,31,0.67
2023-05-30,CA,717,31,14,0.45
2023-05-30,FA,NA,529,287,0.54
2023-05-30,FO,321,28,23,0.82
2023-05-30,FO,332,44,34,0.77
2023-05-30,FO,717,31,19,0.61
2023-05-31,CA,321,30,24,0.8
2023-05-31,CA,332,45,27,0.6
2023-05-31,CA,717,34,12,0.35
2023-05-31,FA,NA,535,288,0.54
2023-05-31,FO,321,30,24,0.8
2023-05-31,FO,332,44,34,0.77
2023-05-31,FO,717,32,18,0.56
2023-06-01,CA,321,29,10,0.34
2023-06-01,CA,332,43,15,0.35
2023-06-01,CA,717,36,7,0.19
2023-06-01,FA,NA,546,319,0.58
2023-06-01,FO,321,29,16,0.55
2023-06-01,FO,332,43,23,0.53
2023-06-01,FO,717,37,8,0.22
2023-06-02,CA,321,29,12,0.41
2023-06-02,CA,332,49,20,0.41
2023-06-02,CA,717,38,7,0.18
2023-06-02,FA,NA,557,301,0.54
2023-06-02,FO,321,29,16,0.55
2023-06-02,FO,332,46,23,0.5
2023-06-02,FO,717,37,8,0.22
2023-06-03,CA,321,27,12,0.44
2023-06-03,CA,332,50,17,0.34
2023-06-03,CA,717,30,8,0.27
2023-06-03,FA,NA,536,333,0.62
2023-06-03,FO,321,27,16,0.59
2023-06-03,FO,332,48,25,0.52
2023-06-03,FO,717,30,11,0.37
2023-06-04,CA,321,28,11,0.39
2023-06-04,CA,332,48,15,0.31
2023-06-04,CA,717,32,8,0.25
2023-06-04,FA,NA,547,325,0.59
2023-06-04,FO,321,28,16,0.57
2023-06-04,FO,332,47,24,0.51
2023-06-04,FO,717,31,11,0.35
2023-06-05,CA,321,27,13,0.48
2023-06-05,CA,332,50,19,0.38
2023-06-05,CA,717,33,9,0.27
2023-06-05,FA,NA,558,283,0.51
2023-06-05,FO,321,26,14,0.54
2023-06-05,FO,332,48,24,0.5
2023-06-05,FO,717,33,10,0.3
2023-06-06,CA,321,28,12,0.43
2023-06-06,CA,332,48,24,0.5
2023-06-06,CA,717,31,7,0.23
2023-06-06,FA,NA,537,279,0.52
2023-06-06,FO,321,27,16,0.59
2023-06-06,FO,332,47,23,0.49
2023-06-06,FO,717,31,7,0.23
2023-06-07,CA,321,28,12,0.43
2023-06-07,CA,332,48,25,0.52
2023-06-07,CA,717,30,7,0.23
2023-06-07,FA,NA,525,274,0.52
2023-06-07,FO,321,26,22,0.85
2023-06-07,FO,332,46,24,0.52
2023-06-07,FO,717,30,7,0.23
2023-06-08,CA,321,30,12,0.4
2023-06-08,CA,332,44,24,0.55
2023-06-08,CA,717,33,7,0.21
2023-06-08,FA,NA,505,275,0.54
2023-06-08,FO,321,26,22,0.85
2023-06-08,FO,332,42,20,0.48
2023-06-08,FO,717,32,7,0.22
2023-06-09,CA,321,28,12,0.43
2023-06-09,CA,332,48,24,0.5
2023-06-09,CA,717,39,8,0.21
2023-06-09,FA,NA,566,281,0.5
2023-06-09,FO,321,26,21,0.81
2023-06-09,FO,332,47,23,0.49
2023-06-09,FO,717,37,8,0.22
2023-06-10,CA,321,27,13,0.48
2023-06-10,CA,332,45,23,0.51
2023-06-10,CA,717,33,9,0.27
2023-06-10,FA,NA,565,311,0.55
2023-06-10,FO,321,27,18,0.67
2023-06-10,FO,332,46,23,0.5
2023-06-10,FO,717,32,9,0.28
2023-06-11,CA,321,27,13,0.48
2023-06-11,CA,332,50,23,0.46
2023-06-11,CA,717,31,9,0.29
2023-06-11,FA,NA,545,303,0.56
2023-06-11,FO,321,27,17,0.63
2023-06-11,FO,332,50,24,0.48
2023-06-11,FO,717,32,11,0.34
2023-06-12,CA,321,29,15,0.52
2023-06-12,CA,332,50,26,0.52
2023-06-12,CA,717,32,10,0.31
2023-06-12,FA,NA,561,289,0.52
2023-06-12,FO,321,29,21,0.72
2023-06-12,FO,332,49,25,0.51
2023-06-12,FO,717,33,10,0.3
2023-06-13,CA,321,32,16,0.5
2023-06-13,CA,332,48,24,0.5
2023-06-13,CA,717,31,10,0.32
2023-06-13,FA,NA,532,277,0.52
2023-06-13,FO,321,28,23,0.82
2023-06-13,FO,332,46,28,0.61
2023-06-13,FO,717,31,10,0.32
2023-06-14,CA,321,30,15,0.5
2023-06-14,CA,332,46,26,0.57
2023-06-14,CA,717,30,9,0.3
2023-06-14,FA,NA,520,274,0.53
2023-06-14,FO,321,28,26,0.93
2023-06-14,FO,332,45,29,0.64
2023-06-14,FO,717,30,12,0.4
2023-06-15,CA,321,30,14,0.47
2023-06-15,CA,332,45,27,0.6
2023-06-15,CA,717,34,8,0.24
2023-06-15,FA,NA,540,276,0.51
2023-06-15,FO,321,29,25,0.86
2023-06-15,FO,332,43,29,0.67
2023-06-15,FO,717,33,12,0.36
2023-06-16,CA,321,30,14,0.47
2023-06-16,CA,332,48,29,0.6
2023-06-16,CA,717,37,9,0.24
2023-06-16,FA,NA,571,286,0.5
2023-06-16,FO,321,29,23,0.79
2023-06-16,FO,332,50,24,0.48
2023-06-16,FO,717,35,13,0.37
2023-06-17,CA,321,30,15,0.5
2023-06-17,CA,332,48,26,0.54
2023-06-17,CA,717,34,7,0.21
2023-06-17,FA,NA,557,324,0.58
2023-06-17,FO,321,29,21,0.72
2023-06-17,FO,332,49,26,0.53
2023-06-17,FO,717,33,13,0.39
2023-06-18,CA,321,35,15,0.43
2023-06-18,CA,332,47,24,0.51
2023-06-18,CA,717,33,7,0.21
2023-06-18,FA,NA,533,363,0.68
2023-06-18,FO,321,29,23,0.79
2023-06-18,FO,332,47,25,0.53
2023-06-18,FO,717,32,12,0.38
2023-06-19,CA,321,30,15,0.5
2023-06-19,CA,332,48,29,0.6
2023-06-19,CA,717,34,9,0.26
2023-06-19,FA,NA,562,308,0.55
2023-06-19,FO,321,28,23,0.82
2023-06-19,FO,332,48,28,0.58
2023-06-19,FO,717,33,12,0.36
2023-06-20,CA,321,30,12,0.4
2023-06-20,CA,332,46,27,0.59
2023-06-20,CA,717,31,8,0.26
2023-06-20,FA,NA,523,272,0.52
2023-06-20,FO,321,28,25,0.89
2023-06-20,FO,332,46,25,0.54
2023-06-20,FO,717,31,10,0.32
2023-06-21,CA,321,28,12,0.43
2023-06-21,CA,332,46,26,0.57
2023-06-21,CA,717,31,8,0.26
2023-06-21,FA,NA,532,269,0.51
2023-06-21,FO,321,28,27,0.96
2023-06-21,FO,332,46,26,0.57
2023-06-21,FO,717,31,13,0.42
2023-06-22,CA,321,30,10,0.33
2023-06-22,CA,332,45,28,0.62
2023-06-22,CA,717,32,8,0.25
2023-06-22,FA,NA,536,277,0.52
2023-06-22,FO,321,30,27,0.9
2023-06-22,FO,332,44,28,0.64
2023-06-22,FO,717,32,10,0.31
2023-06-23,CA,321,33,11,0.33
2023-06-23,CA,332,47,26,0.55
2023-06-23,CA,717,34,10,0.29
2023-06-23,FA,NA,555,284,0.51
2023-06-23,FO,321,31,24,0.77
2023-06-23,FO,332,48,27,0.56
2023-06-23,FO,717,34,12,0.35
2023-06-24,CA,321,30,10,0.33
2023-06-24,CA,332,44,23,0.52
2023-06-24,CA,717,34,8,0.24
2023-06-24,FA,NA,544,305,0.56
2023-06-24,FO,321,30,22,0.73
2023-06-24,FO,332,45,24,0.53
2023-06-24,FO,717,34,14,0.41
2023-06-25,CA,321,29,11,0.38
2023-06-25,CA,332,42,20,0.48
2023-06-25,CA,717,32,8,0.25
2023-06-25,FA,NA,531,300,0.56
2023-06-25,FO,321,29,25,0.86
2023-06-25,FO,332,43,23,0.53
2023-06-25,FO,717,31,15,0.48
2023-06-26,CA,321,30,13,0.43
2023-06-26,CA,332,44,25,0.57
2023-06-26,CA,717,33,8,0.24
2023-06-26,FA,NA,554,274,0.49
2023-06-26,FO,321,30,23,0.77
2023-06-26,FO,332,44,26,0.59
2023-06-26,FO,717,33,15,0.45
2023-06-27,CA,321,30,14,0.47
2023-06-27,CA,332,46,24,0.52
2023-06-27,CA,717,32,7,0.22
2023-06-27,FA,NA,545,286,0.52
2023-06-27,FO,321,29,24,0.83
2023-06-27,FO,332,46,28,0.61
2023-06-27,FO,717,32,14,0.44
2023-06-28,CA,321,29,13,0.45
2023-06-28,CA,332,46,22,0.48
2023-06-28,CA,717,32,9,0.28
2023-06-28,FA,NA,534,293,0.55
2023-06-28,FO,321,29,25,0.86
2023-06-28,FO,332,46,29,0.63
2023-06-28,FO,717,33,14,0.42
2023-06-29,CA,321,28,12,0.43
2023-06-29,CA,332,47,26,0.55
2023-06-29,CA,717,33,9,0.27
2023-06-29,FA,NA,542,295,0.54
2023-06-29,FO,321,28,23,0.82
2023-06-29,FO,332,46,30,0.65
2023-06-29,FO,717,33,13,0.39
2023-06-30,CA,321,30,11,0.37
2023-06-30,CA,332,50,23,0.46
2023-06-30,CA,717,36,8,0.22
2023-06-30,FA,NA,565,298,0.53
2023-06-30,FO,321,29,24,0.83
2023-06-30,FO,332,47,32,0.68
2023-06-30,FO,717,36,13,0.36
2023-07-01,CA,321,30,10,0.33
2023-07-01,CA,332,47,19,0.4
2023-07-01,CA,717,33,9,0.27
2023-07-01,FA,NA,549,310,0.56
2023-07-01,FO,321,30,24,0.8
2023-07-01,FO,332,46,29,0.63
2023-07-01,FO,717,33,15,0.45
2023-07-02,CA,321,29,8,0.28
2023-07-02,CA,332,47,19,0.4
2023-07-02,CA,717,32,12,0.38
2023-07-02,FA,NA,549,331,0.6
2023-07-02,FO,321,29,20,0.69
2023-07-02,FO,332,47,19,0.4
2023-07-02,FO,717,32,14,0.44
2023-07-03,CA,321,29,12,0.41
2023-07-03,CA,332,46,21,0.46
2023-07-03,CA,717,33,13,0.39
2023-07-03,FA,NA,542,286,0.53
2023-07-03,FO,321,29,22,0.76
2023-07-03,FO,332,45,22,0.49
2023-07-03,FO,717,31,17,0.55
2023-07-04,CA,321,29,11,0.38
2023-07-04,CA,332,46,19,0.41
2023-07-04,CA,717,32,12,0.38
2023-07-04,FA,NA,524,276,0.53
2023-07-04,FO,321,29,22,0.76
2023-07-04,FO,332,47,23,0.49
2023-07-04,FO,717,31,16,0.52
2023-07-05,CA,321,28,11,0.39
2023-07-05,CA,332,46,23,0.5
2023-07-05,CA,717,30,11,0.37
2023-07-05,FA,NA,523,269,0.51
2023-07-05,FO,321,28,21,0.75
2023-07-05,FO,332,45,20,0.44
2023-07-05,FO,717,29,15,0.52
2023-07-06,CA,321,29,14,0.48
2023-07-06,CA,332,46,23,0.5
2023-07-06,CA,717,31,10,0.32
2023-07-06,FA,NA,534,239,0.45
2023-07-06,FO,321,29,20,0.69
2023-07-06,FO,332,45,22,0.49
2023-07-06,FO,717,32,12,0.38
2023-07-07,CA,321,28,14,0.5
2023-07-07,CA,332,49,21,0.43
2023-07-07,CA,717,33,11,0.33
2023-07-07,FA,NA,556,259,0.47
2023-07-07,FO,321,28,19,0.68
2023-07-07,FO,332,49,20,0.41
2023-07-07,FO,717,32,12,0.38
2023-07-08,CA,321,30,13,0.43
2023-07-08,CA,332,48,20,0.42
2023-07-08,CA,717,34,11,0.32
2023-07-08,FA,NA,553,278,0.5
2023-07-08,FO,321,30,19,0.63
2023-07-08,FO,332,50,19,0.38
2023-07-08,FO,717,32,11,0.34
2023-07-09,CA,321,29,15,0.52
2023-07-09,CA,332,45,20,0.44
2023-07-09,CA,717,35,9,0.26
2023-07-09,FA,NA,538,278,0.52
2023-07-09,FO,321,29,18,0.62
2023-07-09,FO,332,47,18,0.38
2023-07-09,FO,717,30,10,0.33
2023-07-10,CA,321,30,15,0.5
2023-07-10,CA,332,47,23,0.49
2023-07-10,CA,717,34,12,0.35
2023-07-10,FA,NA,548,250,0.46
2023-07-10,FO,321,29,19,0.66
2023-07-10,FO,332,47,20,0.43
2023-07-10,FO,717,34,11,0.32
2023-07-11,CA,321,30,15,0.5
2023-07-11,CA,332,45,22,0.49
2023-07-11,CA,717,29,12,0.41
2023-07-11,FA,NA,537,249,0.46
2023-07-11,FO,321,30,22,0.73
2023-07-11,FO,332,48,20,0.42
2023-07-11,FO,717,31,14,0.45
2023-07-12,CA,321,28,15,0.54
2023-07-12,CA,332,45,22,0.49
2023-07-12,CA,717,32,14,0.44
2023-07-12,FA,NA,516,250,0.48
2023-07-12,FO,321,28,23,0.82
2023-07-12,FO,332,44,21,0.48
2023-07-12,FO,717,30,12,0.4
2023-07-13,CA,321,30,16,0.53
2023-07-13,CA,332,43,22,0.51
2023-07-13,CA,717,33,14,0.42
2023-07-13,FA,NA,533,249,0.47
2023-07-13,FO,321,30,21,0.7
2023-07-13,FO,332,43,22,0.51
2023-07-13,FO,717,32,12,0.38
2023-07-14,CA,321,30,16,0.53
2023-07-14,CA,332,46,22,0.48
2023-07-14,CA,717,33,12,0.36
2023-07-14,FA,NA,552,276,0.5
2023-07-14,FO,321,30,22,0.73
2023-07-14,FO,332,46,22,0.48
2023-07-14,FO,717,32,13,0.41
2023-07-15,CA,321,29,13,0.45
2023-07-15,CA,332,43,20,0.47
2023-07-15,CA,717,33,13,0.39
2023-07-15,FA,NA,548,267,0.49
2023-07-15,FO,321,29,23,0.79
2023-07-15,FO,332,45,24,0.53
2023-07-15,FO,717,32,11,0.34
2023-07-16,CA,321,27,12,0.44
2023-07-16,CA,332,44,21,0.48
2023-07-16,CA,717,34,15,0.44
2023-07-16,FA,NA,541,271,0.5
2023-07-16,FO,321,27,23,0.85
2023-07-16,FO,332,44,24,0.55
2023-07-16,FO,717,32,11,0.34
2023-07-17,CA,321,28,15,0.54
2023-07-17,CA,332,48,24,0.5
2023-07-17,CA,717,32,16,0.5
2023-07-17,FA,NA,548,263,0.48
